title,authors,abstract,arxiv_id,category,date,pdf_url,query_used
Prospects of using closure traces directly for imaging in Very Long Baseline Interferometry,['Hendrik Müller'],"The reconstruction of the polarization of a source in radio interferometry is a challenging calibration problem since the reconstruction strongly depends on the gains and leakages that need to be inferred along with the image. This is particularly true for the Event Horizon Telescope (EHT) due to its small number of antennas, small signal-to-noise ratio and large gain corruptions. To recover linear polarization, one either has to infer the leakages and gains together with the image structure, or rely completely on calibration independent closure quantities. While the first approach has been explored in Very Long Baseline Interferometry (VLBI) for a long time, the later one has been less studied for polarimetry. Closure traces are a recently proposed concept of closure quantities that, in contrast to closure phases and closure amplitudes, are independent against both gains and leakages and carry the relevant information about the polarization of the source. Here we explore, how closure traces could be directly fitted to create an image and point out an imaging pipeline that succeeds in the direct imaging from closure traces. Since closure traces have a number of inherent degeneracies, multiple local image modes that can fit the data are detected. Therefore, a multiobjective imaging technique is needed to correctly sample this multimodality. Closure traces are not constraining enough for the EHT configuration in 2017 to recover an image directly, mainly due to the small number of antennas. For planned successors of the EHT however (with a significantly larger number of antennas), this option becomes feasible and performs competitive to the imaging with residual leakages.",2407.20190v1,astro-ph.IM,2024-07-29 17:16:25+00:00,https://arxiv.org/pdf/2407.20190v1,"""radio interferometry"" AND (""image reconstruction"" OR ""aperture synthesis"")"
PolyCLEAN: Atomic Optimization for Super-Resolution Imaging and Uncertainty Estimation in Radio Interferometry,"['Adrian Jarret', 'Sepand Kashani', 'Joan Rué-Queralt', 'Paul Hurley', 'Julien Fageot', 'Matthieu Simeoni']","Aims: We address two issues for the adoption of convex optimization in radio interferometric imaging. First, a method for a fine resolution setup is proposed which scales naturally in terms of memory usage and reconstruction speed. Second, a new tool to localize a region of uncertainty is developed, paving the way for quantitative imaging in radio interferometry.
  Methods: The classical $\ell_1$ penalty is used to turn the inverse problem into a sparsity-promoting optimization. For efficient implementation, the so-called Frank-Wolfe algorithm is used together with a \textit{polyatomic} refinement. The algorithm naturally produces sparse images at each iteration, leveraged to reduce memory and computational requirements. In that regard, PolyCLEAN reproduces the numerical behavior of CLEAN while guaranteeing that it solves the minimization problem of interest. Additionally, we introduce the concept of the \textit{dual certificate image}, which appears as a numerical byproduct of the Frank-Wolfe algorithm. This image is proposed as a tool for uncertainty quantification on the location of the recovered sources.
  Results: PolyCLEAN demonstrates good scalability performance, in particular for fine-resolution grids. On simulations, the Python-based implementation is competitive with the fast numerically-optimized CLEAN solver. This acceleration does not affect image reconstruction quality: PolyCLEAN images are consistent with CLEAN-obtained ones for both point sources and diffuse emission recovery. We also highlight PolyCLEAN reconstruction capabilities on observed radio measurements.
  Conclusions: PolyCLEAN can be considered as an alternative to CLEAN in the radio interferometric imaging pipeline, as it enables the use of Bayesian priors without impacting the scalability and numerical performance of the imaging method.",2406.01342v2,astro-ph.IM,2024-06-03 14:05:11+00:00,https://arxiv.org/pdf/2406.01342v2,"""radio interferometry"" AND (""image reconstruction"" OR ""aperture synthesis"")"
Learned radio interferometric imaging for varying visibility coverage,"['Matthijs Mars', 'Marta M. Betcke', 'Jason D. McEwen']","With the next generation of interferometric telescopes, such as the Square Kilometre Array (SKA), the need for highly computationally efficient reconstruction techniques is particularly acute. The challenge in designing learned, data-driven reconstruction techniques for radio interferometry is that they need to be agnostic to the varying visibility coverages of the telescope, since these are different for each observation. Because of this, learned post-processing or learned unrolled iterative reconstruction methods must typically be retrained for each specific observation, amounting to a large computational overhead. In this work we develop learned post-processing and unrolled iterative methods for varying visibility coverages, proposing training strategies to make these methods agnostic to variations in visibility coverage with minimal to no fine-tuning. Learned post-processing techniques are heavily dependent on the prior information encoded in training data and generalise poorly to other visibility coverages. In contrast, unrolled iterative methods, which include the telescope measurement operator inside the network, achieve good reconstruction quality and computation time, generalising well to other coverages and require little to no fine-tuning. Furthermore, they generalise well to more realistic radio observations and are able to reconstruct images with with a larger dynamic range than the training set.",2405.08958v2,astro-ph.IM,2024-05-14 20:56:05+00:00,https://arxiv.org/pdf/2405.08958v2,"""radio interferometry"" AND (""image reconstruction"" OR ""aperture synthesis"")"
New-generation Maximum Entropy Method (ngMEM): a Lagrangian-based algorithm for dynamic reconstruction of interferometric data,"['A. Mus', 'I. Martí-Vidal']","Imaging interferometric data in radio astronomy requires the use of non-linear algorithms that rely on different assumptions on the source structure and may produce non-unique results. This is especially true for Very Long Baseline Interferometry (VLBI) observations, where the sampling of Fourier space is very sparse. A basic tenet in standard VLBI imaging techniques is to assume that the observed source structure does not evolve during the observation. However, the recent VLBI results of the supermassive black hole (SMBH) at our Galactic Center (Sagittarius A$^*$, SgrA*), recently reported by the Event Horizon Telescope Collaboration (EHTC), require the development of dynamic imaging algorithms, since it exhibits variability at minute timescales. In this paper, we introduce a new non-convex optimization problem that extends the standard Maximum Entropy Method (MEM), for reconstructing intra-observation dynamical images from interferometric data that evolves in every integration time. We present a rigorous mathematical formalism to solve the problem via the primal-dual approach. We build a Newton strategy and we give its numerical complexity. We also give a strategy to iteratively improve the obtained solution and finally, we define a novel figure of merit to evaluate the quality of the recovered solution. Then, we test the algorithm, called ngMEM, in different synthetic datasets, with increasing difficulty. Finally, we compare it with another well-established dynamical imaging method. Within this comparison we identified a significant improvement of the ngMEM reconstructions. Moreover, the evaluation of the integration time evolution scheme and the time contribution showed to play a crucial role for obtaining good dynamic reconstructions.",2401.10177v1,astro-ph.IM,2024-01-18 18:05:47+00:00,https://arxiv.org/pdf/2401.10177v1,"""radio interferometry"" AND (""image reconstruction"" OR ""aperture synthesis"")"
The AIRI plug-and-play algorithm for image reconstruction in radio-interferometry: variations and robustness,"['Matthieu Terris', 'Chao Tang', 'Adrian Jackson', 'Yves Wiaux']","Plug-and-Play (PnP) algorithms are appealing alternatives to proximal algorithms when solving inverse imaging problems. By learning a Deep Neural Network (DNN) denoiser behaving as a proximal operator, one waives the computational complexity of optimisation algorithms induced by sophisticated image priors, and the sub-optimality of handcrafted priors compared to DNNs. Such features are highly desirable in radio-interferometric (RI) imaging, where precision and scalability of the image reconstruction process are key. In previous work, we introduced AIRI, PnP counterpart to the unconstrained variant of the SARA optimisation algorithm, relying on a forward-backward algorithmic backbone. Here, we introduce variations of AIRI towards a more general and robust PnP paradigm in RI imaging. Firstly, we show that the AIRI denoisers can be used without any alteration to instantiate a PnP counterpart to the constrained SARA optimisation algorithm itself, relying on a primal-dual forward-backward algorithmic backbone, thus extending the remit of the AIRI paradigm. Secondly, we show that AIRI algorithms are robust to strong variations in the nature of the training dataset, with denoisers trained on medical images yielding similar reconstruction quality to those trained on astronomical images. Thirdly, we develop a functionality to quantify the model uncertainty introduced by the randomness in the training process. We validate the image reconstruction and uncertainty quantification functionality of AIRI algorithms against the SARA family and CLEAN, both in simulation and on real data of the ESO 137-006 galaxy acquired with the MeerKAT telescope. AIRI code is available in the BASPLib code library on GitHub.",2312.07137v3,eess.IV,2023-12-12 10:15:33+00:00,https://arxiv.org/pdf/2312.07137v3,"""radio interferometry"" AND (""image reconstruction"" OR ""aperture synthesis"")"
Quantum Radio Astronomy: Data Encodings and Quantum Image Processing,"['Thomas Brunet', 'Emma Tolley', 'Stefano Corda', 'Roman Ilic', 'P. Chris Broekema', 'Jean-Paul Kneib']","We explore applications of quantum computing for radio interferometry and astronomy using recent developments in quantum image processing. We evaluate the suitability of different quantum image representations using a toy quantum computing image reconstruction pipeline, and compare its performance to the classical computing counterpart. For identifying and locating bright radio sources, quantum computing can offer an exponential speedup over classical algorithms, even when accounting for data encoding cost and repeated circuit evaluations. We also propose a novel variational quantum computing algorithm for self-calibration of interferometer visibilities, and discuss future developments and research that would be necessary to make quantum computing for radio astronomy a reality.",2310.12084v3,astro-ph.IM,2023-10-18 16:25:18+00:00,https://arxiv.org/pdf/2310.12084v3,"""radio interferometry"" AND (""image reconstruction"" OR ""aperture synthesis"")"
CLEANing Cygnus A deep and fast with R2D2,"['Arwa Dabbech', 'Amir Aghabiglou', 'Chung San Chu', 'Yves Wiaux']","A novel deep learning paradigm for synthesis imaging by radio interferometry in astronomy was recently proposed, dubbed ""Residual-to-Residual DNN series for high-Dynamic range imaging"" (R2D2). In this work, we start by shedding light on R2D2's algorithmic structure, interpreting it as a learned version of CLEAN with minor cycles substituted with a deep neural network (DNN) whose training is iteration-specific. We then proceed with R2D2's first demonstration on real data, for monochromatic intensity imaging of the radio galaxy Cygnus A from S band observations with the Very Large Array (VLA). We show that the modeling power of R2D2's learning approach enables delivering high-precision imaging, superseding the resolution of CLEAN, and matching the precision of modern optimization and plug-and-play algorithms, respectively uSARA and AIRI. Requiring few major-cycle iterations only, R2D2 provides a much faster reconstruction than uSARA and AIRI, known to be highly iterative, and is at least as fast as CLEAN.",2309.03291v3,astro-ph.IM,2023-09-06 18:11:09+00:00,https://arxiv.org/pdf/2309.03291v3,"""radio interferometry"" AND (""image reconstruction"" OR ""aperture synthesis"")"
Deep learning-based radiointerferometric imaging with GAN-aided training,"['F. Geyer', 'K. Schmidt', 'J. Kummer', 'M. Brüggen', 'H. W. Edler', 'D. Elsässer', 'F. Griese', 'A. Poggenpohl', 'L. Rustige', 'W. Rhode']","Radio interferometry invariably suffers from an incomplete coverage of the spatial Fourier space, which leads to imaging artifacts. The current state-of-the-art technique is to create an image by Fourier-transforming the incomplete visibility data and to clean the systematic effects originating from incomplete data in Fourier space. Previously, we have shown how super-resolution methods based on convolutional neural networks can reconstruct sparse visibility data. Our previous work has suffered from a low realism of the training data. The aim of this work is to build a whole simulation chain for realistic radio sources that then leads to a vastly improved neural net for the reconstruction of missing visibilities. This method offers considerable improvements in terms of speed, automatization and reproducibility over the standard techniques. Here we generate large amounts of training data by creating images of radio galaxies with a generative adversarial network (GAN) that has been trained on radio survey data. Then, we applied the Radio Interferometer Measurement Equation (RIME) in order to simulate the measurement process of a radio interferometer. We show that our neural network can reconstruct faithfully images of realistic radio galaxies. The reconstructed images agree well with the original images in terms of the source area, integrated flux density, peak flux density, and the multi-scale structural similarity index. Finally, we show how the neural net can be adapted to estimate the uncertainties in the imaging process.",2307.14100v2,astro-ph.IM,2023-07-26 11:00:22+00:00,https://arxiv.org/pdf/2307.14100v2,"""radio interferometry"" AND (""image reconstruction"" OR ""aperture synthesis"")"
Advances in Optical / Infrared Interferometry,"['Frank Eisenhauer', 'John D. Monnier', 'Oliver Pfuhl']","After decades of experimental projects and fast-paced technical advances, optical / infrared (O/IR) interferometry has seen a revolution in the last years. The GRAVITY instrument at the VLTI with four 8 meter telescopes reaches thousand times fainter objects than possible with earlier interferometers, and the CHARA array routinely offers up to 330 meter baselines and aperture-synthesis with six 1 meter telescopes. The observed objects are fainter than 19 magnitude, the images have sub-milliarcsecond resolution, and the astrometry reaches micro-arcsecond precision. We give an overview of breakthrough results from the past 15 years in O/IR interferometry on the Galactic Center, exo-planets and their atmospheres, active galactic nuclei, young stellar objects, and stellar physics. Following a primer in interferometry, we summarize the technical and conceptual advances which led to the boosts in sensitivity, precision, and imaging of modern interferometers. Single-mode beam combiners now combine all available telescopes of the major interferometers for imaging, and specialized image reconstruction software advances over earlier developments for radio interferometry. With a combination of large telescopes, adaptive optics, fringe-tracking, and especially dual-beam interferometry, GRAVITY has boosted the sensitivity by many orders of magnitudes. Another order of magnitude improvement will come from upgrades with laser guide star adaptive optics. In combination with large separation fringe-tracking, O/IR interferometry will then provide complete sky coverage for observations in the Galactic plane, and substantial coverage for extragalactic targets. VLTI and CHARA will remain unique in the era of upcoming 30-40m extremely large telescopes (ELTs).",2303.00453v1,astro-ph.IM,2023-03-01 12:22:43+00:00,https://arxiv.org/pdf/2303.00453v1,"""radio interferometry"" AND (""image reconstruction"" OR ""aperture synthesis"")"
Scalable precision wide-field imaging in radio interferometry: II. AIRI validated on ASKAP data,"['Amanda G. Wilber', 'Arwa Dabbech', 'Matthieu Terris', 'Adrian Jackson', 'Yves Wiaux']","Accompanying Part I, this sequel delineates a validation of the recently proposed AI for Regularisation in radio-interferometric Imaging (AIRI) algorithm on observations from the Australian Square Kilometre Array Pathfinder (ASKAP). The monochromatic AIRI-ASKAP images showcased in this work are formed using the same parallelised and automated imaging framework described in Part I: ``uSARA validated on ASKAP data''. Using a Plug-and-Play approach, AIRI differs from uSARA by substituting a trained denoising deep neural network (DNN) for the proximal operator in the regularisation step of the forward-backward algorithm during deconvolution. We build a trained shelf of DNN denoisers which target the estimated image-dynamic-ranges of our selected data. Furthermore, we quantify variations of AIRI reconstructions when selecting the nearest DNN on the shelf versus using a universal DNN with the highest dynamic range, opening the door to a more complete framework that not only delivers image estimation but also quantifies epistemic model uncertainty. We continue our comparative analysis of source structure, diffuse flux measurements, and spectral index maps of selected target sources as imaged by AIRI and the algorithms in Part I -- uSARA and WSClean. Overall we see an improvement over uSARA and WSClean in the reconstruction of diffuse components in AIRI images. The scientific potential delivered by AIRI is evident in further imaging precision, more accurate spectral index maps, and a significant acceleration in deconvolution time, whereby AIRI is four times faster than its sub-iterative sparsity-based counterpart uSARA.",2302.14149v2,astro-ph.IM,2023-02-27 21:14:06+00:00,https://arxiv.org/pdf/2302.14149v2,"""radio interferometry"" AND (""image reconstruction"" OR ""aperture synthesis"")"
